subs_id;prob
c26497e7a9b66cd5ff8f7c72992988b02ea126fc3089fa290f0ce58312898188;0,5
be3c6866df6ced100276215e7e44d9a79ff24b1e367b205d20bb866f3a39ff90;0,5
5c3f918c42ca2e252bf2f9fedc5afea925dc93712de74f7792d29f4a13ed97b5;0,5
0b5dea8acb8ddb519caf08d4379d930e23ec319dc856a0d2526ae503f2ecf4db;0,5
a4a2e0d6d0d40eb6a54c776fd2ffb27b3e7f1d98652d84d049ba235e17243901;0,5
b91f3fed5f0bd119a36bee05106063222d3aec33480cbf421c90ce4875109feb;0,5
6a477941a3c395093088267928d251ed8c0c9cff0659e93a95eeb3898f810011;0,5
8a594e157474a5a1f1177f8b5f735b30827a3e5c90949d6a80a0f5b3afb45f8e;0,5
53919a28eac52ce4158af7ac133a437c90037e9a8f4cf7db6006729137afa67d;0,5
b6c8d23b538e4d44257c24b610ee5933bb9569a0a76a3422e82cd83c164d4059;0,5
e97298f9805e4ca8ad8819bae74a1d585ad6f8dbfb8712ce9ea7b5c9a35b0a14;0,5
a642f7c3c5a70bbbb9d0acafc1ff79da1124f21e7b9a663f5e742e13188889c2;0,5
2176d80abb7ab783bbfb344833961096c0fdd53879923c670584d21df0cbd4af;0,5
372e2a5b7b385904a7968af98cd3a3bc5e65c9210056530310874733011bdf84;0,5
25c937c57cc7c43cb0fc2b4603dd99ed777391916104ac3a07167935373a7c8f;0,5
e9fbaf92a9e5c05391cb00063a239af16091cc487e9dec1cdfbd739c0bbf6ccf;0,5
9be9896c0d53ed9253b817f7e1ab2eebe73ba02113f463cff0dbeab9efe5e656;0,5
f9480da232cecbb2b12e42e295819cbb31b546307edde29ebb041ae89d333652;0,5
432026b428288ef3be036583406661d306b4b4bf453e3c8bc11d3a5594902ca0;0,5
f6500ff5d044103c91ef6e658a0c2a6e3707a24b7f74f7a4a63fa5439e0c33db;0,5
59c802c8c190e7dc827c9da7b371e21b1e3d2f6187dd7aa1e5d56308bef1ee9c;0,5
065ef25c3fc6c27d3da4612ab5014bc9519c5819d90e5511416af268e3bb5ee3;0,5
8d9d811871347e65fa42de7fa3353baf7579553fc8ea6be00f6b991ba14bc855;0,5
ddf663173fe8744b27cb26c6964da7f3a68ce3c7901c6d49f98a603be3b5abcd;0,5
453353ffe2e01252fe6982c444d734d9d27601882fa49b620d00d2c429cbef3c;0,5
bff6fd9fd394b2ed0a9f4a2766c0abbe19965b83996ddc286f9fada01bdd4eda;0,5
66004d793d2353bdc1e05c09434bc74d8d127903e97f5a2dc69313ee9cc0301f;0,5
0277a2db9f46c450dafb9117a8759deee19016e69ece87198f58a37e0583985a;0,5
db4de2c678ae99e1bdd70c13910bd82d51fd59e9aafcf4c48882782261b96bb8;0,5
38a31dd8945a87fcecbbebf7adb8697b68522bedf6fa8c5d68a0b571f33464a7;0,5
b4a9eab9aaa972e07486b1f1782cb04c5c89f6ea595bb59af321fda4f700e54f;0,5
e4bc421e8259bde689fdd63d9deb0713408b9c53dcf38b995df47ea5c4fd9e0f;0,5
21b84492ce2f47b4707b269518b732c084992c5a9e0e4a222f3b81b290379708;0,5
ab77b37ea7cbda3c0eac307b9f76af680a85795f024704fe1586c6da7c72df12;0,5
c7d69857f3b93c7f15b34ee1e2ad0d1702d963aa2be3a826936d5953bff1732c;0,5
0f2b342dddd870348ff56ee9823ae0a7bf70cc98c723c9915779db9265137660;0,5
56dd3f82a2df640c1135e9f2fd4df2a9721028285d898ea136feb839d0bb8295;0,5
e34044ee5eeeadcce34ffe38b26cc46aba59d377928cd2233a42149919e0a1a8;0,5
383f34d8821cfa3961a4a90a7e59b7c563607494ca6b0e0f04fd7503fc246bc2;0,5
2dd1e88ec80aeb7b4621cbe54d53a22a4a963fbf84ecdfe42f1f9c5001b0b82f;0,5
baaca930164025f668874ee5dcaea1d8b167af5103af6a6e3607f415f490527c;0,5
4aec229a9ff0fbb5d69b069e21f2729e998bbfda28250264b03002aa5f903c6e;0,5
b0bfb3ae25a4e37a8ccdbb4041eb1b30a887d1798eb9d38f5161e8fe7dd78318;0,5
9ff07844935bbd25f1dc8ed02ffdb311378845f8a8c9f8d2032f1c1be5af6d95;0,5
ace2bc2e05c785c7a7cba1a51ed746131f936bee30f201f19cabc3bfcfc4c0aa;0,5
a0e8e0c57f40e5725c4a204e267f98e1c7211b16161e4d62b7cdd43c7a13b9e9;0,5
71478eecf09d53e70035bb10e2c84da79380230ecbe1cfa024331cf3ea31c06f;0,5
b7f0c0760959eee7eb8b9cf5f370334e5e3f48dc455b3eb6a9401a884cadbcb4;0,5
884d75435a0862e8e9565323ed2f5ffe4afb7cebc4b14171ba9e3c0624a5c8fd;0,5
a832c0a9449d99ad975571dd93f19719f53126b14d4ca515bb921b7a9f64d50a;0,5
a110973f2b1cc8c33a74ba042275baf5a31abaac073f6f1618e387ca5b63952c;0,5
a1eda5bd27082aa6b547d22b8fd5869b1a1bb0eb03462c7a140ecbfeb9c007d8;0,5
669ac4f2853f715fe3114c61620aedc7b2783f81489daaff9d406110f28fd1ab;0,5
602362202edce8633fbe976b085ed0b865e11bf763de9a4e14de4ef4dcc8a2fa;0,5
946ea10d44b721a56f0599a434b3bdaff7e38bbba70c2adb6451b008eef82d85;0,5
7e26ddd1a1f98319521dae599ef220668a3da8cfd7725c11b7b7fc996b24dd40;0,5
12c9187dc2ebb488d6bc1ae961f3c5280f38769bb727844a02f9ce744b5d88aa;0,5
727288b1083419223f5b22e10683c1a96e896f9fdbf33685a8f51781bfd87b92;0,5
02fdad08bbdb3b1f64f6f2758e619e960a77b534003bd18f3f6161ad1d4ae38a;0,5
590005a304b40f8502262f50cbfd0e4eb85c334d5ac45346f0ea4433879ff224;0,5
b4017c68441081103a3bc6ccf945876543116edf76a176291369a28ac9850bb0;0,5
ce4674f086a07e8fae4695392e3b8c80d50adb767ddb9ae8eef6b40004bc4466;0,5
8a16f5ec8c822633ef56dd411dc39d122cfc1104eb0dd7390e6a8544148b380f;0,5
b43593544b6750ce2905e7fdd04b7c51b835e92649af2c8a429809e9151748ca;0,5
32c292578fca3e3a4378dc2e90faffae88b5b2b53ffb9db90799fc3a4be8798a;0,5
90c02dd01ca000bc68fdb54d1cec8798d2f083e1cc44802892c5288821a1ebb5;0,5
98f3834ff23ec36c2190c772d0a4f08d0a5d8cb43fac429479f137caddf9069c;0,5
8b6c11c51f4faf3382ef344d0f0cf4cf7a8a003e047acd1b792c7e564052be39;0,5
0d288c7ee1a48d39266f892fcefdea5ac37dd302b02fc7c14b0227f96f764756;0,5
dddd90f794e7f609257c6a9f8276fd3bd4469b74146fd6498a700eadf0ce72fa;0,5
703d6b530df602c41d222a8a4206715119bc0c9107ad693d824339f6d2da999f;0,5
ec9963f96db15e1a6ab6ca961a096e1d4fea1d1df02b5cc381285a0d7d43c664;0,5
878b068e521eae37a58a74688e76f6f73e670d9c2310bb8562f7e451cb9e7791;0,5
b1a6e72c73bc43ea43e5747b099b3d9ed46a3f9c798f64e2c90381d6d3323a47;0,5
3e666b68caa5895b05195561fc70efef0f966be678c7d7d9a5641fe5cdfccd91;0,5
25d271b53aad78969296df29e12540e1f27fa3f5a79537658d705b4ef730c127;0,5
bf20a0549855219838c6c3e3df6526a872a9de404722525d9a1442180395aa7c;0,5
8c71967df69255c9e3535608f3ca4f1883564397a1825c1cb09699ce67b31540;0,5
952966bfb88fa61f23dde9dc99b78177f1a2c55316432062ad0bd0040d859bb1;0,5
f87d12ea0626eb559bc8ba33bd102976b5b21033c752d6dea06a71798b664ec9;0,5
cec395ee1d6b93d7e0a064b5843bb2d0dcec2df1e2115324761e195cb877a249;0,5
56c77970a067d84a863e53a86af67a0fc6d32540cc50e1dfb76e575663b5d3da;0,5
5c2dfa829c095d5956861c2dbe4394a969f205b739d1f22bed14fca81009c5e4;0,5
dbe93e178d717addac33c036ce4c38cc6fa317641da559e220c0b8ea1902088d;0,5
1ca1800af2ccd89d5a4e29959ca40ffbdd8f9248fd2042e4e3095619e0662eeb;0,5
022961d0e33245fe7d03223701da7bad0fc10c1f4d9b1bf672f8c21614fd6cf3;0,5
db1ddd73db7693d65ec15779041ea19912405b51a056ce61c5fba47ffcda3c9b;0,5
cce53ab01f4a6f5cc470fd71f271c010d12a08a5561afec784ed56b643dc2154;0,5
6fe057ee934794617156e80331b0bd7b39c4931b70b04e9a283f7bd1e0bf3451;0,5
6ea67fe76049700348a7a6daa4eda1579989985bd6363495fe5f0b6677ff4f6c;0,5
c364631dc0869b977faa219576486123287f6b4caeffe72350c91c044fd8a914;0,5
9b8d0a3c56dfea89ed818adde2b3e28276277c9a47e99d4e499fb26c1cd2f60e;0,5
819842481a7090c0bcdf1f2a18877042a303cbbbd105b46b283a591740fb461b;0,5
0ea0c8ffc64abc24e1ddb962d6c7f128ed791bd527e20f70b4b54107fac13f75;0,5
df8c6641b5c5edd96daec0e4a5fdf2a2fe2e7986576a3e6fa52cb29a00bd85b2;0,5
a3cb24cdf605349bc8d908dd73e59ff2f044cb080c35c52ef4361f72a7d38d06;0,5
32dc69c52bed7d323eda76efba2e34e21cec22553190575a9e87502ca96adfd3;0,5
c0d754cd08f74177a10e12cba234f3b827abd62c7ec5b5b589cce463bea795fd;0,5
3996627537c131ab2009b67380f81bb7b7f001d9cf9be546c5a4e7709d9801c7;0,5
6e3ad66c69492d7159f3f190b8875e7410d7c7da37bcc5327009450530b72728;0,5
dcdf6c291348cfe531e5a865b1408436ad5c7aba3da0ca4527383f93beb9b2e8;0,5
f457f76885ea9b29932b1aef598dd883404143e98e3e17f085e23a4a85c6dab1;0,5
3a3482c093dacdf871445951fef1b0335ef697d0f1d443885809639c65656675;0,5
5f934982f8da86394bf30161158ea55f625dcd1fad68363d20d27e0113d1bd9a;0,5
a774f63f3bcd573f5bd3a85f8b2ddeb1e68819694d646015ac7294dc21244d25;0,5
7b62455b3fb07ef0c4b7ed3dffcc7e6c0a8c773f5f4ec780aefc77aaa6734ef9;0,5
e0fa7fb2759dacb97fc415045debcd1ac3e572053f8081e933c2cec0ebd66b93;0,5
c5f0af8602e9c256fe267ff213f32dcd610c5ae3f9972a3dab6fa470da7eabaf;0,5
3f7a051dbe582c91855fb4d9e8d1032f9091301176e350be4a7b1472bb2995b3;0,5
e701d05ced095b7aa6f1aa12831b5490468cd2d18602d25601ab99d2053e7b2f;0,5
1870bc9481a33dc49905bda6923b35aa2e95cf4b7e1ea9db977d0221033fca59;0,5
ac40f166ec7f34ab9062b26c525c09b5e76fab6e610861d1816a10000dda435b;0,5
831f3bffe3090f2adaf0f2de06fe499a14f4647060d675165f9a9d0429a86b06;0,5
c1592c814786c05bba6aed698059f46a35cf579d1f0069d54b26e88d03c1f2c4;0,5
a8c43b3969a8b7a6a8f0d4fc018282aea7368bd4919d5a9c77e99a002f0b0fff;0,5
b9c482f8b123e770f6ce5339efbf77a2356bc6dbf828a896198d561b1dbddd3c;0,5
16ba5d1ab5a69c0b27e6489324324b23f3c39447211baba2f6f747e60dd055e5;0,5
c339cc86abd8ae4d467ce38b0ee085eb038a3a64d8f56ca633bd5d61866acd19;0,5
e94c9ff324516793a353ad3d805d3b6821c51bfd6880065571ed7af9bbbec3ca;0,5
b7709c41223e5e0a64a67e913ed152d48fccdeb3f43078cb9dc812097b1bb610;0,5
f0019db2a2963b8c300927a1113dd02812fe6843be07f434feed3e7b758f946f;0,5
35c8ef8e9051f19174825101e459cd9f92082b890fae5d7573c48367ca547e82;0,5
bcce279680c0b55bb54059485018b990f68c9a58658c414ed366a83368a3edd7;0,5
7f194acfec277ec2cb53af0eeffd81efa47d0d12bf79a3c3f25bb9d848f9b989;0,5
5139c1bd017cdaca537a59ff3fa1a3b4ea5435613984a29cd6ba1246906d6536;0,5
8f1efaf27e045ed48ffed7abdcd0d85c83c2bcca41050dfc36ef5693047e2ed6;0,5
452cb827fc7bc417623d6065a3c239b241e8095ea31cbc0a9ba875dc438eece3;0,5
e06b577f382a95f2ff1db9562bb73581f5ff74d12fd27ca57bb96b10d5373e47;0,5
2fcefdf4c8b3a629fb1110bcd60c04c6e9703fc02455c4290d72f552fa2f951c;0,5
c53586389d5bfa1f3dfb9d33323a9f98250eb851cf5009ed35a4cfa6d06ed8fa;0,5
b34045d239c8839f432cdfe7732651e93602cf300b6c2b1364576dd30ac10d8d;0,5
ab07377821928ff9e8a6c438df2e58ab08483c1228b98ccc7ba10a1334a822c8;0,5
672bb4ea19701071d92cf561ea8cfdcdc784e8231967a68c07c3188726207c35;0,5
4be0bb85564ab4eace46681537754dc2e1a503a7649a7afa35bb92803e30d035;0,5
984a38d839b09d655896d501a6f85b4f362fe4fa6a39fd09be36f437fa83d997;0,5
7d6e7081494f2834be3e8ebbb63025ffea395a26e9af5dedc333c7605af76767;0,5
864d5ab5f63fb64b1fae94c590fde9da653996c7c0622def1fe100d2a530b9b1;0,5
74d0eb971b8a4609e70ad10d9e7a48ba355695db7ee8bc37581f68351e691ec6;0,5
56c84fbbfc82473498b7c31d1ea3f0cf0d24a466d2e6d68573cfdfb8957aaa43;0,5
67fcb61db2239adce9acefbb571aa3b34e52d22692471c2238f6f37756cbc61c;0,5
31e37b717d212459e3631f99536505182dab442e7d09b3d990066720fe027f4a;0,5
413f3ddd6125e3d0c9fbb14f18b73d6c77af9135c82f17c552b9a187b3e9de15;0,5
b6df7157562f73f11802d797900b3a5684a3cceb1393df7757f6b6775e10d58f;0,5
d4e9f31e3fa051a23f6998cba346485d461a0d7621fa4f39fe1f6988d30125be;0,5
3a10cf64d6334e94d4a3f327fafd9648d9a2ae7ef8b6fa5ee617370e00756ff4;0,5
28061421e89c53788884d55678a08d8a18be1d28b9843623335a2c25e72edfe0;0,5
d5edef4a4f9d4dbcf9cf7de264bec34c5c2b66f83021f3146c816548a4c2bcbd;0,5
35c6615831d231440d1724650857bf49b85ad93f4918da119a7188b3f3131b37;0,5
0964cfe4581d96417468da614a25c44cfdb317e137f8a1030ebbde31f2ba8f62;0,5
0ab3ef4d25f3d34233eff926b2f078c94e66505036013d0bd808239f16db2fcf;0,5
fb72ead75b8ca91c58f0f2e02d9bb4c172d59db972ac697e830488f54d338774;0,5
47a8017da3f8321e1eac58090d6c7d68b6831ab96229a9d2b79db04535329cb3;0,5
64cb4a91b214094bd31858eb09c450790e38a83ef66bbca99ac295d137049c67;0,5
24a7a60513e9d139ff9e473cf42d1f34c0508be0d6b8ad1827d14e960bbc662f;0,5
43a378bc3f0d5fb3657b8982e5c859b2ef206dffbeacc1b6f83f06fd87b666ef;0,5
2600d4c080d8f477bce9f818fd07a34d11c98ea0fe1d1f2fcd813112bd572956;0,5
48681c83e50b77d3fa54be87b8e0e2515b2c06974bfac619e509e75a71569cb6;0,5
a45d15806723ec6ac98f397e57874cd444131a1045cb04e8dfdbbbb407d74bf6;0,5
d686832008918889fad4ad2cd5e91408c4b0aa47d7287643219bdd5641b21757;0,5
23b276591d554878cd8d05bc015046999b637407832f587054c61e958d6e9147;0,5
774bca5dc24a1e47f9bfb1c58d0d1c5dfbbd8dedec951690d8f0ec5fb3c07ef8;0,5
35c9e6825fe786d5272c7c8f98dba4d6fb7358ce8df55d76f384881180dc3e4c;0,5
e27885708d3a2edafe41c1e5d9a0c4f3b1394a43793eaa364f56848e1561d593;0,5
521e6ef83a11df46d00b72991bb998e014c6fba887ddba7c7b7dba85e2c3ff00;0,5
6aaeb2bab051361d869eaf1d83aeab4ff0ec288dfbcd0bf72a238266dd899133;0,5
abec0f2d67f7ae96cc940e29a011f18ca19bc9c850c0d3f5281d1225b4c6eb60;0,5
276808d2ef006324c3e4ac153eb8bffac74831cb32857731ccc02b675ae6d446;0,5
1d20bdd0197332135f9c532ad02bff92b7468f989a026527ed2bc3c2dd7873c4;0,5
115edea8410321da7343b8cfafda503acce11661b9f56510a12b2aad7830169c;0,5
8f215459936f5ead31f442876c919278d89622f78f9c43e4f8ba602306b7da1d;0,5
71ac479afd715c85fcd9ea094f51c66d4b617b193320cd0c5f85677dd5f79a73;0,5
c2af9ada44ae5df8818b0b8899d17d3ffa6e4562ed42550e5b2ed66069329479;0,5
18599c5a55e19f0f5a4adbe93a7945e473c86252417c983d94bb0a49bb3fa043;0,5
f187e353ff948ff6adb06cb52a1035fc5560285a2029bde9b313c30c2e3453d3;0,5
8a0d3b58d5d83eda06a685f05037467cb9f6d084bafbbf3f313f69305d6e9913;0,5
e00ace83ae0d1ac0e1b958bff174f72132842ddef09528b693861289d041ff7c;0,5
1c735677009ff1b7dd3f859e64144128b5cf5f0345493f2343613d2a2d8e4053;0,5
81380068e53c30d1c04f3b6d3a1ec6c83aac0c9c48436e045f66a044a5bb7a26;0,5
6db37a50081ecc66cfe1bcb8c3cacd72e29f5dd364c5c3062c1c27155c642bfe;0,5
1fa404edcb83c8b51335a35128aa41b76521766188a6240661974fc254b29de4;0,5
f9c7825f66ab25d5477c506d6a4f975b4c327dc4edd4987f1d69da503670e6ea;0,5
f608a6d482f4c357ee23161f9830587100466496e1f9d8f91ba88a92b679da24;0,5
5b45f7cb1149118e052e252ac35634c5621d1a64209ffde1c9faefd5ca47ddea;0,5
5fe45ecc3facba0bee03c936fa159842e5132584931cc181320f5e81a78a2c49;0,5
e9c340ed60577d0ae5a17a71bed8c318bc8d4c3be0342278bc4afd37faaf1cbf;0,5
b7904b26b67ef0b2931f31937c807efe9d33957853a955916804916dce829fd6;0,5
c06a0a611260020016f52da819bc187ccc6a8c7595a75698aed6784cffe2bae8;0,5
b48b08013a88a0e1c8d913a0dde40ecaf923384bcb254a984085df383ae73711;0,5
ef7011cf5e615e5437452ad85f6532879fbe89ef1cc2de571aeac95934298b05;0,5
c6e62324153904409fd97e78dbe8f4e318ee21ec125d3873f977c5ebe1579f69;0,5
e0d2fe52f954704077c0c93812388f814f5bc440ad886669d39e686128b69a74;0,5
7cc1f09122967968d92fc1cd2f6ee08c6a4adfd7810137855421fc57f9452bfe;0,5
bc758f7b2489208af1f13371df6f81a12ed4117735619c6f781604f7cce0a69c;0,5
9c0e94a019e9f8589751f50103e931aee8a5934e73a64e3afb1cd272bd26546a;0,5
9af153b3eb08283b603e2a7dd0a2d4ba4d12dab709343737d585a2dab27df506;0,5
21e058fa1e36aaefab0088aaef65231114e9e5750de8832da982a82345d02dad;0,5
8c152b0fde69d0c4ef2432b953e7517e079ff42aa53d621a5e4546aa03d9aadd;0,5
98a723cb6c61b0e3840103c1af2f5783206de24387231de58ddc7b49479cf75b;0,5
1c72e09abfce31c8ba2d4673e59a487705bf74637c296d56c94ce851b0493258;0,5
f45a46961b369fff07d1b5a5ec9410f601738b50a2d8132b3be7f0420ee009d5;0,5
c86f4470582c2ad4e141d0bdf85b48d66328422fbb214f3f7a8599a7069b380b;0,5
be9d96b75055d1ae2e3e7d18581f3e0b334cf5f75a0e93723b9b14483b037597;0,5
e5acf5a708fa3fff04ebc7717147b128f441389b632e01b10e684204fbb2c9ef;0,5
c6ebeb6d276ad43289ffcecebf21ce8cffc134de9fd6b6390d0ef1d8fd4ecb53;0,5
2205fe22a717f7d77f53552f574ab861cabe235cbda5cd6ff46a5e01243ead2e;0,5
25ff7333efb47fd657f05c05ebea144173cf8d3939c14982602c5011d1978012;0,5
26c928d23db9fc2230a73ced1322cbb32e38f59e6335271abcd998d96253f01a;0,5
17e05c722f43dabebd514ccbf3f47b6c5c77fce64521d07e00c9bfe15db641dd;0,5
4786e977b404e697e163f678363a5a3094de8ffb6cb51c3c12b4e9367354e60a;0,5
20d3262eaea84c9f8a880a2a5ab187542d5d8e9a45b89af5ab3c3a5e5523d48b;0,5
92c131ff5b67c9a277417e29fcf39ab8c4ee209150119055d2dcc76432e7ca35;0,5
8c3af0d64d16a56f1eaab7607ac424e6610d6e849c6b4a03fa1d43ee61530f43;0,5
02d8dae2b023b9cb6a6eb853a0d6e2d7f3662c09152ba814f3ede5a1c56e55fb;0,5
07a163ff20a16cd7af5d444a35d0d462e693de49c5e8aec85bcbca49a2c88183;0,5
6c84d1b3106159ba4841880d67bc8bfb8d4d8b0c4cc0176eb6a96f7e17172d57;0,5
3f167885df693281148fc9d450f3a51b5efd11f7ab5e4c73c842ec839f5a9e9c;0,5
533b9c2a51cd73d45905d8c0697b598f0c7044555455919d75a8df133b836ac7;0,5
d600a748eda9c782b809e1a98b2527afe9b2405f95dcfa149785e8539aa31511;0,5
7df9964b47632c55d043fc6f90f7c1bfbd31410ce3b3aa057d23dd95b4cf390b;0,5
ee81e3ced2d54364c3d6fe88b18bdc9a777bf47d6b10ddfcf76b61faa148a559;0,5
dfbfabe12770cd47f07a235f4c63e892a362aa94b614e8eecce00212e9e8c8bc;0,5
9fcd39f5b8ddf0cb75bbd1f23c4de44930aa7c04a903f68ba8306fb8f14a0105;0,5
5f7ec69a9c3bbd2cc980d49ada760388656d56aee1ccbac7e5fe24ef3477acf5;0,5
56c8c42de8386352de29199e53677068fc5d94e94cc849e915e3f128bbaf1e86;0,5
5f55316ab1b37ba3ac65cb827ff06b821b27908fe701f4301c83c67e17d90a9f;0,5
da046077dd2fcefe4d1f9f77f3628848c40f170db1f65fee8b2092dceec1bdb1;0,5
d220eb5022e80457af921ffe6b2ccc24bea63acb03ebb6dcd2610a37ba105d9f;0,5
212b02852ac3e549147a0bd4315e343b68573f5c8b5b2d79912f9ccd495b3633;0,5
8c5fef9517e861331a177c94e0cc62aafba445500bf4563e8a55f8644cd0d562;0,5
08f23afb74181fb3d8afa8a2bfc173acef99254c303644f572c7373187cfcba1;0,5
cc4037f87cdf2fdb66c61597ae5941976b7e0c64feac73f3f0b99cc06ed34cf8;0,5
1e59acfbc07ff8b60df46987e1320e821b527bda01588daeaac7cf7dbe0ff303;0,5
6685a0919cfc3345b004cc66fdff39bc12bc34d810445b232b3594cd4aa14dbb;0,5
a3cad5982cd33fc5337074537dceaf4de423e3e0873582c6486727b6998ff3dc;0,5
f026e8457d73b5c867e4a51ddf97646b60e5774db9e300d8b267aab3b2b3bd97;0,5
8d18d4bd4c79a9b26a195c348075ee2f588b22c29337a298dc1e8aac6b4570d0;0,5
931cf56552ecd82e99fab2eb00f0b77c785bc539724c7fb51e1d8bd3d19b157e;0,5
15ed10f9b3b8d67bce284179ea994ecbf4db336a41b380d5cddded4a70328f65;0,5
7063ecc0d20784911d3923f44526f2a9d7536e13aaeece5f88594eabb6a8cc47;0,5
a16ae0d778e46c37116f18a117cace2ca8e172ebf996c3940580212b454f3c20;0,5
a9378f2eea5332ee3e7eb7fa3bb154a670ed2977a595f506f18501d739b70796;0,5
218d751c3bab526b8b56786463a12ca86d7375a20f3dbb1c4518a20e2113d5b9;0,5
cc5bf83cfa6ecc9493e5f13457f9209ee3ffc2d08a5b898386893fae47c87ae8;0,5
d68d75321b2236fb8a43414cbda40395b038f00de97c3c50bc4c68a14678945f;0,5
47775fd63fb78e17735518a1780d85c3f2cf1c1e294956a805c1dcdb9bb270b8;0,5
2d0d5dd44a4388ad5b9c48d37e0f85f21b4b0cd4ce6bc02224dd568baa5d9ee4;0,5
28a0bb39ffe5f01c54eb3fb727105acdfe1e5605f535b21771955a044848a499;0,5
77b28bc48f9e1b44fcf2794a6bb543615d1a95a9107d134ffec5148c17d8a9e5;0,5
15f064454ae348fcc75e50669ee2d2b8863ed00f43a3dc55425de31e9a4c0b48;0,5
d5e1eee00d51224fcb420332dd96c224f72a472c5a5a989751613c3a3b757762;0,5
63674c11670e3049362eeabe51263778388212278d47de6b34231aabb4b21bb6;0,5
2b9ea4d42b5a9f0835cb640d7e4287bdaeca12cc80bd665137f0a4845b6e43c3;0,5
a8b5305aba994a4dc95344a68ffa729465d32544fe264cfc93cf52516fb596fb;0,5
553ec70fd1a6d566a90711f2319ceee131f9ee8ee5b19c0054f25e2d420586d5;0,5
52ea9f225ba031c6112de95a8a3e024e8b79790f1a196d0f566415348eed1ab9;0,5
06b14812818818c339bb2a6544614f3c341540ee2a6dea2dd2bc4b21bc869958;0,5
9148cfa070ee9ccb88cd39fdd781360a16966512745d6ac14b8af22c6a33ebf9;0,5
7090e14e75dae17bbdcc797c0e0bd76ac9580e9c1cb83b8026a65125debf67d0;0,5
03009f0cdfbc7aa8d83776a819881e6fda223d228d354b64b7b7f8c3a1d55220;0,5
cab29149df425c5d0225e011b891c06dd9d4411cfa49101dcebeec8a5cd0bd88;0,5
3c122071bd5b5305d190fabc8819e2f67fd564f086771b361299a15fb0f17be5;0,5
924f51cc26b56254097aeb51b0df6c194ebc9345f86e72129fd0e09b8a99bae3;0,5
cc4e52d9adfe1f4ff6c61ae0a9f1a5d10b9830a7e9608f938010ad439e37d2a0;0,5
19e65196c5e66ce3dca1a0b27f6f2f42079b4c203aa414e633e67602c2c114da;0,5
c9bc3d77115b26d9b9dcaf90d8ccf93dcffa8b2f558948c8f2671ade9405e403;0,5
c87d58f5df3e98097c0e6d11a5c6c5c555a6c04bb5dbca163fc61ad2995f706a;0,5
7fce942cc0c77f0a588646d4d7751f8d85d54a61900c9b6c2fde56e2e8aa1aa8;0,5
ad1dd29520ac30f6e7d05c313045633be3e73d943422f701a980ef88cd50516a;0,5
ed6d0b6b5bbe7627a5ba4222c594ef8b61ccb4e16051185b64ae8bce84c3e6a1;0,5
8a26abb686f17bbb7b4c0fdb5215ce5ef4df8d97427f234c6a9e95c82796bdf8;0,5
dbe0eea04c59b9cf4e6c2f0ea3871a3dcb8ee587a7ce043f056878957c6678d0;0,5
fa91cdea6b07bb537ef9ec204a6cd3d89f2e4f98bb4d08fa3df074c8373777bf;0,5
23f10a3201cb14e5787d0576b9f71ff0cc2eb30857445082606f84450c0dcc27;0,5
02e319c54a805b8de59d64808aac0f43eb8a1b9910455d073973284910128717;0,5
c468ac8084173bbfe83fac0a2944f2df19cd9523b26ec824cadaee8b8347ce50;0,5
